material_price,vendor,link,formatted_datetime
315.01,ebay,https://www.ebay.com/b/12-3-Romex/92078/bn_7023293830,11/17/2022 09:35:26
352.78,dkhardware,https://www.dkhardware.com/southwire-250-ft-12-3-solid-romex-simpull-cu-nm-b-w-g-wire-63947655-product-3154056.html,11/17/2022 09:35:26
739.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,11/17/2022 09:35:26
681.14,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/17/2022 09:35:26
634.75,ebay,https://www.ebay.com/p/17040228268,11/17/2022 09:35:26
395.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,11/17/2022 09:35:26
423.0,amazon,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/17/2022 09:35:26
354.99,southwestlumber,https://www.southwestlumber.com/shop/electrical/cable-and-wire/building-wire/thhn-electrical-wire/southwire-500-ft-6-awg-stranded-black-thhn-wire?SKU=525650,11/17/2022 09:35:26
445.81,ebay,https://www.ebay.com/itm/203860011450,11/17/2022 09:35:26
449.0,menards,https://www.menards.com/main/electrical/electrical-wire-cable/thhn-electrical-wire/stranded-thhn-building-wire/20493301/p-1444442918910-c-1525874617505.htm,11/17/2022 09:35:26
149.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/17/2022 09:35:26
159.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/17/2022 09:35:26
165.0,wireandcableyourway,https://www.wireandcableyourway.com/10-awg-thhn-stranded-wire-500ft-1000ft-or-2500ft-spool,11/17/2022 09:35:26
